Voter Registration,Registration Date,Name,Street #,Apt #,Street Name,City,Zip Code,County,Race,Gender,Status,Year of Birth
651396,1987-11-5,"REYNOLDS, GERRY",842,162,PITTY PAT LN,BAXLEY,31513 - 0006,APPLING,White not of Hispanic Origin,F,Active,1987
07604697,1971-6-20,"STAPP, COLIN",122,,BROOKS RD,BAXLEY,31513 - 7407,APPLING,Black not of Hispanic Origin,M,Active,1971
00654388,1988-2-1,"GARDNER, GERALD",802,,JAMES KENT RD,BAXLEY,31513 - 3331,APPLING,Unknown,M,Cancelled,1988
00652948,1972-9-14,"THOMAS, LEILANI",637,,LENNOX RD,BAXLEY,31513 - 9104,APPLING,White not of Hispanic Origin,F,Active,1972
04581507,1988-9-1,"PAGE, ZAHRA",547,870,CLELAND LN,BAXLEY,31513 - 8013,APPLING,White not of Hispanic Origin,F,Active,1988
00648549,1965-7-22,"MILES, MARITA",351,,CAMERON RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1965
11811700,2002-12-12,"HATAWAY, WINNIFRED",987,,COLONIAL DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,2002
00652007,1969-3-2,"HARRELSON, BERNIE",906,898,EDGERTON ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1969
06706767,1963-9-8,"SMITH, KENIA",183,200,KESLER RD,BAXLEY,31513 - 2959,APPLING,White not of Hispanic Origin,F,Active,1963
00649998,1970-5-12,"TAYLOR, PAULINE",902,982,MOODY ST,BAXLEY,31513 - 5262,APPLING,White not of Hispanic Origin,F,Cancelled,1970
13291298,1998-9-14,"TILLMAN, MARYANN",237,,ALPINE DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1998
10789240,2023-7-25,"HIGGINS, JO",33,,GARDNER RD,BAXLEY,31518 - 4315,APPLING,White not of Hispanic Origin,F,Cancelled,2023
00652502,1973-9-15,"MILES, BROOKS",683,483,MICHAEL ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1973
11563377,1997-11-8,"GRANT, KYLAH",53,923,ED IGOU RD,BAXLEY,31513 - 5382,APPLING,White not of Hispanic Origin,F,Cancelled,1997
12774754,2023-1-26,"ALLEN, EPHRIAM",94,548,W PARKER ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2023
1663847,2018-5-14,"COATS, JOE",359,18,HIGHLAND DR,SURRENCY,31513,APPLING,White not of Hispanic Origin,F,Active,2018
651350,2015-10-1,"LAMMONS, TARIK",94,685,S HOLTON ST,BAXLEY,31513 - 7309,APPLING,White not of Hispanic Origin,M,Cancelled,2015
11022128,1979-9-20,"MORRIS, ELMER",681,305,MAE LN,BAXLEY,31563 - 2084,APPLING,White not of Hispanic Origin,M,Active,1979
10278667,1972-6-14,"TILLMAN, EDITH",330,,BROBSTON ST,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Cancelled,1972
04501087,1989-12-20,"EUNICE, ALBERTUS",33,195,ALTAMAHA SCHOOL RD,SURRENCY,31518,APPLING,White not of Hispanic Origin,M,Active,1989
12024803,2010-4-14,"BOGGS, ERIN",579,,MARIETTA ST,SURRENCY,31513 - 6744,APPLING,White not of Hispanic Origin,M,Active,2010
02300505,1976-1-15,"KING, BERNIE",122,344,AZALEA RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1976
04316567,2006-7-27,"HOFF, ANNA",820,337,DONNIE LN,BAXLEY,31513 - 5531,APPLING,Black not of Hispanic Origin,F,Active,2006
12634409,2004-11-4,"LEWIS, MOHAMED",173,769,RONNIE TURNER CIR,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2004
05225543,1979-11-21,"LIGHTSEY, JACK",216,,CYPRESS DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1979
04835129,1998-5-20,"HARRIS, NICK",257,933,DAVIS LANDING RD,BAXLEY,31539,APPLING,White not of Hispanic Origin,M,Cancelled,1998
8279137,2015-3-19,"HERRINGTON, HOMER",722,155,KENNY LN,BAXLEY,31513 - 0722,APPLING,Black not of Hispanic Origin,M,Active,2015
00654780,1979-4-3,"CROSBY, ERNESTINE",542,568,VICTORY DR,BAXLEY,31513 - 6751,APPLING,White not of Hispanic Origin,F,Cancelled,1979
00649771,2009-10-2,"REYNOLDS, ELLEN",78,971,JAKE MOODY RD,BAXLEY,31513 - 4875,APPLING,Black not of Hispanic Origin,F,Active,2009
4370327,2017-11-2,"RUSSELL, ANISSA",625,175,ALTAMAHA SCHOOL RD,BAXLEY,31513 - 7720,APPLING,White not of Hispanic Origin,F,Active,2017
5634821,1985-9-9,"MCMAHON, CHARLEEN",262,,WILLIAM COPELAND RD,HAZLEHURST,31513 - 6973,APPLING,Black not of Hispanic Origin,F,Active,1985
00652296,2013-5-17,"GRAY, SOPHIA",397,721,DUB BAXLEY RD,BAXLEY,31513 - 3409,APPLING,White not of Hispanic Origin,F,Active,2013
05187017,1973-11-22,"DANIELS, ADRIAN",77,387,BECKWORTH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1973
647494,1994-1-1,"DAVIS, ALPHA",261,,JOHNNY SMITH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1994
00653360,1962-10-12,"WILLIAMS, ARMSTEAD",918,,ALTAMAHA SCHOOL RD,BAXLEY,31513,APPLING,Hispanic,M,Cancelled,1962
03624992,1978-12-11,"EVERETT, RAMON",319,576,SPRING BRANCH CHURCH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1978
00651627,1979-4-3,"REED, ELIANA",273,,HOKE FLOYD RD,BAXLEY,31513 - 2212,APPLING,White not of Hispanic Origin,F,Active,1979
11331467,1960-1-26,"BURKE, JIM",427,,GOLDEN ISLE W,BAXLEY,31513 - 4519,APPLING,White not of Hispanic Origin,M,Active,1960
12840476,1965-9-2,"OSTEEN, ELIJAH",897,615,MILES BECKWORTH RD,BAXLEY,31513 - 1300,APPLING,Black not of Hispanic Origin,M,Active,1965
00655270,1962-12-8,"BEECHER, KARL",835,827,MICHAEL LAKE RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1962
04108521,1992-5-10,"MARQUEZ, TAFT",675,768,CLIFTON RD,BAXLEY,31513 - 2832,APPLING,Unknown,M,Active,1992
00652971,1998-4-7,"KIRKSEY, CHELSEA",782,611,TORRANCE RD,BAXLEY,31513 - 3020,APPLING,White not of Hispanic Origin,F,Active,1998
02720315,1967-3-7,"HENRY, CHRISTIAN",660,726,E ALLEN ST,BAXLEY,31513 - 4003,APPLING,White not of Hispanic Origin,F,Cancelled,1967
05696153,1989-3-10,"LEE, CONSTANCE",696,,DAVID CARTER RD,SURRENCY,31513 - 0578,APPLING,White not of Hispanic Origin,Unknown,Active,1989
10442339,1969-3-5,"HATAWAY, VALENTINE",880,412,DYAL SCHOOL RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1969
13041920,1971-6-24,"CROSBY, LAVERNE",364,,JIMMIE REE LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1971
10546350,1979-12-20,"BRANCH, GRADY",738,,ZOAR RD,BAXLEY,31513 - 7440,APPLING,White not of Hispanic Origin,M,Active,1979
08526190,1960-6-4,"DAVIS, BOB",969,,CHAD CLAXTON ST,HAZLEHURST,31513,APPLING,White not of Hispanic Origin,M,Active,1960
00653000,2014-9-25,"HOWELL, MARI",148,304,ERNEST KESLER RD,BAXLEY,31513 - 8376,APPLING,White not of Hispanic Origin,F,Cancelled,2014
03708666,1976-9-22,"HOLCOMB, REGGIE",890,,COUNTY FARM RD,BAXLEY,31563,APPLING,Unknown,M,Cancelled,1976
00652912,1998-1-17,"CLEMONS, MARQUES",455,476,KENNY LN,SURRENCY,31513,APPLING,Black not of Hispanic Origin,M,Cancelled,1998
00651734,1994-4-8,"SIMMONS, RUTH",121,,GA HIGHWAY 144 NE,BRISTOL,31513 - 0743,APPLING,White not of Hispanic Origin,F,Cancelled,1994
00654106,2017-11-11,"RYALS, VAN",676,198,CLELAND LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2017
11545862,2003-5-15,"CARTER, CONSTANCE",484,216,JOHNS LN,BAXLEY,31513 - 6949,APPLING,Black not of Hispanic Origin,F,Active,2003
07688729,2006-5-10,"HARDWICK, ANNETTA",839,200,GW TURNER RD,BAXLEY,31518 - 3700,APPLING,White not of Hispanic Origin,F,Active,2006
00652092,2011-3-26,"CROSBY, OLIVER",760,193,FRED CARTER RD,BAXLEY,31513 - 1928,APPLING,Black not of Hispanic Origin,M,Active,2011
4693338,1972-3-5,"NAIL, LILBURN",456,,BELL DR,BAXLEY,31513,APPLING,Unknown,M,Cancelled,1972
07091017,1981-8-16,"TANNER, FOREST",2,,LANE RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1981
13171546,1991-6-17,"VARNADORE, VENESSA",688,186,NORTHSIDE ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1991
06800089,1976-2-23,"PRICE, HAVEN",915,,VERNON WILLIAMS RD,BAXLEY,31513 - 3283,APPLING,White not of Hispanic Origin,F,Active,1976
11362268,1973-1-14,"CARTER, SOPHIE",992,,OVERSTREET RD,BAXLEY,31513 - 8981,APPLING,White not of Hispanic Origin,F,Active,1973
11261537,1989-8-8,"SPELL, SETH",907,,BEACH RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Active,1989
03709127,2010-12-27,"CLACK, HETTIE",168,248,MOODY ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2010
00648423,1977-3-27,"MCTIER, VINSON",968,632,BARFIELD ST,BAXLEY,31518,APPLING,Black not of Hispanic Origin,M,Active,1977
00652119,1996-5-14,"BENNETT, BILLYE",653,,DAVIS LANDING RD,SURRENCY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1996
13533093,2023-5-6,"MOORE, ABIGAIL",958,,PLEASANT HILL CHURCH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,2023
00650572,1961-3-12,"WILCOX, ORPHA",126,596,JOHNS LN,BAXLEY,31513 - 6551,APPLING,White not of Hispanic Origin,F,Cancelled,1961
04940137,2014-8-13,"GADSDEN, LOIS",44,541,E ALLEN ST,BAXLEY,31563,APPLING,White not of Hispanic Origin,F,Cancelled,2014
05609776,1987-12-15,"HORTON, ALFONZO",415,562,HOPPS ST,BAXLEY,31513 - 7298,APPLING,White not of Hispanic Origin,Unknown,Cancelled,1987
00653593,1967-6-8,"LAMB, GUADALUPE",258,472,FINLEY VANN LN,BAXLEY,31539,APPLING,White not of Hispanic Origin,F,Active,1967
00652103,1962-3-24,"BEASLEY, TREVA",641,228,BEACH RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,1962
11715405,2005-7-2,"ROOKS, DAHLIA",407,724,DEERWOOD LN,BAXLEY,31513,APPLING,Unknown,F,Active,2005
10789041,2001-3-20,"PAULK, GARY",614,,HATCH PKWY S,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2001
12305876,1987-2-3,"WHITE, KRISTINA",187,,MARTIN LUTHER KING JR DR,BAXLEY,31513 - 6010,APPLING,White not of Hispanic Origin,F,Active,1987
00654726,1960-11-2,"WILLIAMS, BETTE",467,777,BLUEBERRY AVE,SURRENCY,31513 - 5102,APPLING,Hispanic,F,Cancelled,1960
07002186,2002-11-23,"HOUSTON, TONJA",512,,CANAL ST,BRISTOL,31513,APPLING,White not of Hispanic Origin,F,Cancelled,2002
00648769,1979-9-14,"BRANCH, LEORA",481,914,HOLMESVILLE AVE,SURRENCY,31513 - 0916,APPLING,White not of Hispanic Origin,F,Cancelled,1979
12595622,2021-9-28,"SMITH, DESMOND",127,319,DORIS ST,BAXLEY,31513,APPLING,Hispanic,Unknown,Active,2021
4853626,2012-1-25,"ROBERSON, DECLAN",354,,PLIER ST,BAXLEY,31513 - 8600,APPLING,Black not of Hispanic Origin,M,Active,2012
00652363,2008-10-14,"SELLERS, ALVIS",278,,ARNOLD RD,BAXLEY,31513 - 4493,APPLING,White not of Hispanic Origin,M,Cancelled,2008
11700268,2011-3-23,"NIX, BELTON",102,332,GARDENIA CIR,BAXLEY,31513 - 6817,APPLING,White not of Hispanic Origin,Unknown,Active,2011
11724331,1987-1-17,"ROBERSON, JESUS",535,,BRENDA KAYE YAWN RD,BAXLEY,31513 - 4305,APPLING,White not of Hispanic Origin,M,Active,1987
00650324,2005-11-14,"TANNER, KATHRINE",101,767,GOLDEN ISLE W,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Cancelled,2005
00650951,1960-8-14,"HUNTER, JANELL",332,,EZRA LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1960
00652464,1999-6-21,"MORRIS, BERTIE",994,529,BLEXDER RD,BAXLEY,31513 - 9413,APPLING,White not of Hispanic Origin,M,Active,1999
7800410,1974-3-28,"ORVIN, CAMILLE",702,255,TEN MILE RD,BAXLEY,31513 - 2911,APPLING,Black not of Hispanic Origin,F,Cancelled,1974
3721354,2011-4-22,"MOORE, ALVARO",227,478,RED OAK RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Cancelled,2011
12040791,1976-5-21,"REYNOLDS, MICAELA",143,,LEE WOODS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1976
11463874,2011-7-14,"STEPHENS, BARNEY",14,741,HATCH PKWY S,BAXLEY,31513 - 8691,APPLING,White not of Hispanic Origin,M,Active,2011
00655330,1989-3-18,"BRANNEN, DIXIE",57,731,WRIGHT DR,BAXLEY,31539,APPLING,White not of Hispanic Origin,F,Cancelled,1989
00648635,1970-8-25,"SCOTT, JANNIE",695,,BIG CREEK RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1970
08337205,2019-1-11,"ATTERBERRY, DEWITT",426,,EZRA LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2019
649261,2012-6-1,"BAILEY, WILDA",861,,DICK GRIFFIN RD,BAXLEY,31513 - 8704,APPLING,White not of Hispanic Origin,F,Cancelled,2012
00654146,1997-8-13,"BENYARD, MARISOL",141,677,DORIS ST,BAXLEY,31513,APPLING,Hispanic,F,Active,1997
00651728,1999-4-14,"WALDREP, MOSES",696,350,BLACKSHEAR HWY,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Active,1999
00649166,1978-7-17,"GOOGE, HUEY",804,505,MOODY CEMETERY RD,SURRENCY,31513 - 4469,APPLING,White not of Hispanic Origin,M,Active,1978
1168588,1961-7-26,"TOMBERLIN, THADDEUS",575,,BELL DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1961
04690276,2002-7-25,"ALDRICH, MARTHA",270,95,TEN MILE RD,BAXLEY,31513 - 0120,APPLING,Black not of Hispanic Origin,F,Cancelled,2002
00654059,1963-3-15,"YARBROUGH, JANIS",82,326,LAWANNA DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1963
00653737,1972-2-16,"CARTER, GIANNA",338,,RED OAK RD,SURRENCY,31513,APPLING,White not of Hispanic Origin,Unknown,Active,1972
00650686,2016-12-3,"WILLIAMS, LEON",219,,PENDLETON ST,BAXLEY,31513 - 1037,APPLING,White not of Hispanic Origin,M,Active,2016
06025332,2021-4-20,"NASWORTHY, DAVIAN",473,,ESSIE NAIL LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2021
08230525,1972-6-8,"MCCRANIE, TAWNYA",791,,PHILLIPS ST,BAXLEY,31513 - 6034,APPLING,White not of Hispanic Origin,F,Active,1972
05634830,2021-1-6,"BEVERLEY, GUS",349,622,IDELL ST,BAXLEY,31513 - 7793,APPLING,White not of Hispanic Origin,M,Active,2021
652276,2017-2-23,"HUTCHINSON, KANDY",997,169,DUNHAM LN,BAXLEY,31513 - 4232,APPLING,White not of Hispanic Origin,F,Cancelled,2017
10965612,2007-4-28,"BECKWORTH, GRANT",438,,DEENS LANDING RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2007
07489951,1963-3-6,"SWAIN, JOSEPH",638,915,PINE ST,BAXLEY,31513 - 0845,APPLING,Black not of Hispanic Origin,F,Cancelled,1963
13411123,1960-4-18,"GRIFFIN, CELESTE",946,615,HOLT RENTZ RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1960
06122696,1980-12-18,"DYAL, TRUDY",630,491,TEN MILE RD,BAXLEY,31513,APPLING,Black not of Hispanic Origin,F,Active,1980
00647582,1998-2-13,"HIGGINBOTHAM, BURNELL",395,,SPRING BRANCH CHURCH RD,SURRENCY,31513 - 0120,APPLING,White not of Hispanic Origin,M,Active,1998
05163288,1984-3-5,"MCINTYRE, VICKIE",528,,SWEETGUM LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1984
00649465,1968-8-1,"BOATRIGHT, STACEY",826,568,HATCH PKWY N,BAXLEY,31513,APPLING,Black not of Hispanic Origin,M,Cancelled,1968
00648059,2001-9-22,"BAXLEY, MYRTICE",775,984,CLEVE EUNICE RD,BAXLEY,31513 - 3671,APPLING,White not of Hispanic Origin,F,Cancelled,2001
07209978,1970-7-24,"BAXLEY, VERONA",505,186,FLOYD ST,BAXLEY,31563,APPLING,White not of Hispanic Origin,Unknown,Active,1970
10027307,2017-7-16,"WHEELER, ERVIN",583,688,BURKETT ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2017
11683318,1980-1-24,"RUMBO, ROSE",398,395,DONNIE LEWIS LN,BAXLEY,31513 - 2904,APPLING,White not of Hispanic Origin,M,Active,1980
00649896,1988-1-22,"HUNTER, PATTY",141,,KINGDOM HALL RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1988
00649976,1984-2-22,"GRIFFIS, DANITA",632,897,WINDY HILL RD,BAXLEY,31513 - 5389,APPLING,Black not of Hispanic Origin,F,Active,1984
00654182,1984-5-9,"OLLIFF, BARTON",715,,BUCKHORN RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Inactive,1984
07117384,1960-2-10,"STONE, SAGE",567,,DAVID CARTER RD,ODUM,31513 - 5531,APPLING,Unknown,F,Active,1960
06878072,2004-6-28,"COLE, TAYLOR",759,,BELL DR,SURRENCY,31513 - 6953,APPLING,White not of Hispanic Origin,M,Active,2004
10979001,1976-12-28,"NAIL, FAY",150,,OLD SURRENCY RD,BAXLEY,31518 - 4106,APPLING,Unknown,F,Active,1976
12182990,1964-2-11,"WALKER, SABRINA",180,,PHELPS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1964
01129131,1989-9-27,"JONES, CLIFF",819,880,MOODY ALTMAN RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1989
05805446,1988-12-12,"SMITH, SHELLY",548,224,LANDING RD,BAXLEY,31513 - 2801,APPLING,White not of Hispanic Origin,F,Active,1988
00650591,1982-2-10,"VAUGHN, MELINA",128,679,LACKAWANNA ST,BAXLEY,31563,APPLING,White not of Hispanic Origin,F,Active,1982
03918323,1973-6-4,"DIXON, GRAHAM",21,,SPRING BRANCH CHURCH RD,BAXLEY,31513 - 0887,APPLING,White not of Hispanic Origin,M,Active,1973
00648970,2014-2-4,"OWES, MAMMIE",37,286,WEATHERLY DR,BAXLEY,31513 - 7218,APPLING,White not of Hispanic Origin,F,Cancelled,2014
00652865,1966-6-11,"ROBERTS, MARTY",671,,TEN MILE RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1966
00652613,1964-11-26,"HALL, DOMINICK",105,527,RUSSELL RD,BAXLEY,31563 - 2040,APPLING,Hispanic,M,Cancelled,1964
11608958,2018-11-15,"PRICE, ANGELA",954,,JIMMIE REE LN,BAXLEY,31563,APPLING,White not of Hispanic Origin,F,Active,2018
04123094,1967-6-25,"EGGERS, JAQUAN",261,816,BUCK HEAD RD,BAXLEY,31513 - 3618,APPLING,Black not of Hispanic Origin,M,Active,1967
00811105,2014-3-14,"HARRIS, DARLA",506,,BRANDON ST,BAXLEY,31513,APPLING,Unknown,F,Active,2014
00504431,1980-12-4,"MAXWELL, ALBERT",596,,HIGHLAND DR,BAXLEY,31513 - 8682,APPLING,White not of Hispanic Origin,F,Active,1980
06909686,1962-10-23,"STEEDLEY, BERYL",669,,W PARKER ST,SURRENCY,31513 - 9519,APPLING,Unknown,F,Cancelled,1962
07795015,2000-4-24,"DAVENPORT, PABLO",375,762,ZOAR RD,BAXLEY,31513 - 0944,APPLING,White not of Hispanic Origin,M,Cancelled,2000
01128044,2000-2-8,"RENTZ, ABNER",583,871,WILLIAMS DR,BAXLEY,31513 - 3859,APPLING,White not of Hispanic Origin,M,Active,2000
01309643,1963-10-12,"JOHNSON, JANICE",855,,EULA COURSON RD,BAXLEY,31513 - 6803,APPLING,White not of Hispanic Origin,F,Cancelled,1963
00653143,1965-5-10,"JONES, TALMADGE",718,398,WALDON ST,SURRENCY,31513 - 6716,APPLING,Black not of Hispanic Origin,Unknown,Active,1965
00650015,2009-11-19,"CAULEY, MARTHA",394,,LEWIS SEAD RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,2009
03559477,2012-11-15,"MCDANIEL, DOUGLAS",926,185,HOWARD LYNCH RD,BAXLEY,31513,APPLING,Hispanic,M,Active,2012
00654569,2022-12-28,"DEEN, PENELOPE",136,,HEATH ST,BAXLEY,31513 - 0432,APPLING,White not of Hispanic Origin,F,Inactive,2022
8003369,1986-7-23,"EVERETT, EARNEST",604,206,LENNOX RD,BAXLEY,31513 - 4928,APPLING,Black not of Hispanic Origin,Unknown,Active,1986
12159065,1970-2-22,"TAYLOR, EAN",246,658,SYCAMORE LN,BAXLEY,31513 - 9712,APPLING,White not of Hispanic Origin,M,Active,1970
00652648,2007-6-24,"NORWOOD, KRISTEN",621,96,RED OAK RD,BAXLEY,31513,APPLING,Unknown,F,Active,2007
00647524,1991-3-7,"ANDERSON-WOODS, MILAS",974,852,HOLMESVILLE AVE,BAXLEY,31513 - 0533,APPLING,Black not of Hispanic Origin,M,Cancelled,1991
4343573,1979-10-16,"QUINN, BERTRAND",634,933,GA HIGHWAY 144,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1979
05691920,2002-5-23,"MANSFIELD, AMIE",211,470,LEE WOODS RD,BAXLEY,31513 - 1152,APPLING,White not of Hispanic Origin,F,Active,2002
07492509,2016-12-24,"OBERRY, SANDY",397,592,BLACKSHEAR HWY,SURRENCY,31563 - 2901,APPLING,White not of Hispanic Origin,F,Active,2016
00653814,1979-3-16,"CRUMMEY, POLLY",623,,TROY MURRAY RD SE,BAXLEY,31513 - 8682,APPLING,White not of Hispanic Origin,F,Cancelled,1979
7004815,2018-10-16,"WHITESIDE, JULIAN",370,239,WALDON ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,2018
02056444,1971-2-14,"JOHNSON, CLIFFORD",378,243,HERSHEL TILLMAN RD,BAXLEY,31513 - 2703,APPLING,White not of Hispanic Origin,M,Active,1971
11533394,1961-2-11,"LAMB, LILLIAN",412,,MAGNOLIA ST,BAXLEY,31513 - 3730,APPLING,White not of Hispanic Origin,F,Cancelled,1961
3646098,2000-7-20,"LAWRENCE, JOANN",438,960,HOLT RENTZ RD,BAXLEY,31513 - 7525,APPLING,White not of Hispanic Origin,F,Cancelled,2000
652274,2000-11-10,"CARTER, DANA",543,,HATCH PKWY N,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,2000
00648001,1977-10-7,"HUNTER, BLAINE",930,,ED CARTER RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Active,1977
652495,1987-8-9,"JONES, JANET",56,153,HOPPS ST,BAXLEY,31513 - 7092,APPLING,Other,F,Cancelled,1987
00648479,2020-8-11,"GRIFFIN, GENESIS",556,768,CAMPGROUND RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,Unknown,Active,2020
00650908,2004-10-20,"BATES, MARJORY",745,147,WRIGHT DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,2004
04607791,1964-12-27,"DAVIS, WATSON",896,59,JOHN HERNDON RD,BAXLEY,31513 - 2818,APPLING,White not of Hispanic Origin,M,Active,1964
08125839,1965-8-24,"FORDHAM, CARRIE",793,,OLD SURRENCY RD,BAXLEY,31513 - 4512,APPLING,Black not of Hispanic Origin,F,Cancelled,1965
08551084,1968-9-16,"SWAIN, BENITA",991,783,SURSSON ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1968
06080800,1987-10-28,"HUTTO, DURWARD",264,565,DUNHAM LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Inactive,1987
02718105,2022-8-14,"WRIGHT, ALANA",851,,HATCH PKWY S,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,2022
11301590,1990-8-19,"HUNTER, JACQUE",251,679,RENDI LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Active,1990
12692038,1984-3-11,"HERSEY, ROGELIO",426,,CLEVE WHITE RD,BAXLEY,31513 - 7875,APPLING,White not of Hispanic Origin,M,Active,1984
00654772,1982-5-16,"RHODES, LUIS",844,295,ALFRED BUTLER LN,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1982
13559487,2010-1-27,"GARDNER, EXIE",77,267,PINE ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Inactive,2010
13190896,1984-8-4,"CLARK, REMI",349,,LAKE CHAPEL RD,BAXLEY,31513 - 7443,APPLING,Unknown,F,Cancelled,1984
00649171,1978-5-11,"MCKINNEY, STEPHEN",285,,W TOLLISON ST,BAXLEY,31513 - 0633,APPLING,White not of Hispanic Origin,M,Cancelled,1978
00654926,1960-11-17,"JONES, HEATH",492,75,SHEFFIELD RD,BAXLEY,31513 - 1131,APPLING,White not of Hispanic Origin,M,Cancelled,1960
06680467,1965-1-2,"EUNICE, CATHERINE",918,,BLACKSHEAR HWY,BAXLEY,31555 - 5909,APPLING,White not of Hispanic Origin,F,Cancelled,1965
12651678,1989-3-13,"GAMBLE, BERNICE",350,,BRANCH RD,BAXLEY,31563,APPLING,White not of Hispanic Origin,F,Cancelled,1989
12573583,1987-2-4,"BRANCH, ELSIE",285,,MILTON SELLERS RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1987
01334928,2001-4-14,"OWENS, KENTON",566,933,DEENS LANDING RD,BAXLEY,31518 - 3700,APPLING,White not of Hispanic Origin,M,Active,2001
00650110,1970-6-10,"LIGHTSEY, JEANNINE",47,676,LACKAWANNA ST,BAXLEY,31518 - 4011,APPLING,White not of Hispanic Origin,F,Inactive,1970
00655208,1999-6-20,"SWEAT, SHAWN",637,,COLONIAL DR,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1999
04355199,1997-2-24,"ADLER, EZEKIEL",629,480,BRANCH RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Cancelled,1997
00648267,1964-1-9,"PARROTT, DOREEN",675,,IDELL ST,BAXLEY,31563 - 2776,APPLING,White not of Hispanic Origin,F,Inactive,1964
06429878,1990-4-25,"GAY, ALBERT",947,926,COREY ST,BAXLEY,31513,APPLING,White not of Hispanic Origin,M,Active,1990
10422797,1963-1-13,"PEARSEY, ODILE",824,,FRED CARTER RD,BAXLEY,31513,APPLING,White not of Hispanic Origin,F,Cancelled,1963
03507429,2018-2-6,"SNIDER, JO",543,770,NAILS FERRY RD,BAXLEY,31513 - 3261,APPLING,White not of Hispanic Origin,F,Active,2018
04420043,2015-2-14,"CARTER, PEARL",978,,BUD MILES RD,BAXLEY,31563,APPLING,Black not of Hispanic Origin,M,Active,2015
